PAK/Serial Nbr;Hostname;IP Address
FDO2141V13C;FR-VOI-AFA-SA01;10.210.248.122
JMX2028Y17N;DE-COL-AST-ASA1.noc.intraxa;10.146.83.61
FCW2222L1E5;FR-JAV-GIE-SA2C;10.232.200.140
FOC2223Z002;FR-JAV-GIE-SA2B;10.232.200.139
FDO23210EPW;AMER1ISP02;10.179.1.41
FCW2325GH6E;HK-VTS-10F-ASW01;10.40.203.116
FDO2005E27D;FR-TE8-AFA-SA81;10.210.219.133
FOX2020G47Z;MEDC1-RTI-1;10.66.240.120
FDO2032E0T3;FR-VDC-SOG-SA11;10.210.219.180
FDO2127E0WZ;SWHOL-T0332;10.70.253.37
FDO2127E0XU;SWHOL-T07B4;10.70.253.78
FDO1949E2CS;FR-LYO-AFA-SA41;10.210.225.233
FDO1952E1PR;FR-FON-BAN-SA7D;10.210.228.27
FDO1949E2A6;FR-FON-BAN-SA8D;10.210.228.29
FCH2009V010;T05WLC03;10.161.192.198
FDO2005E27C;FR-TE8-AFA-SA41;10.210.219.131
FTX2038Y0LG;FR-ENJ-SOC-ASA1.noc.intraxa;10.4.70.2
JMX2116L05E;NASA18-RA.axa-de.intraxa;10.70.245.18
FDO2129E0F9;FR-ISN-AFA-SWB2;10.210.222.133
FDO2129E0HM;FR-ISN-AFA-SWC1;10.210.222.134
FDO2129Q0H9;FR-ISN-AFA-SWB2;10.210.222.133
JMX2210G0MX;FR-VOI-AFA-ASA1.noc.intraxa;10.212.95.142
FDO231920X3;AMER2PSP01;10.179.2.30
FDO242906DS;SE212-IM-LEF-229;10.69.93.168
FDO242906BD;SE212-IM-LEF-230;10.69.93.169
FDO1952E3VC;MA-TC1-AFA-SA02;10.110.242.14
FOC2013U0DX;HK-VTS-20F-ASW01;10.40.203.111
FDO2018E00Y;FR-TE3-AFA-SW4A;10.210.220.40
JMX2148G4AS;FR-QUE-AFA-ASA1.noc.intraxa;10.212.95.138
FDO23210EFY;AMER1ISP01;10.179.1.40
SSI153703K4;APDC4U03-NDRS02;10.54.242.223
FOC1928X1PB;ATTS-PUNE-ME-Flr02-AccessSW01;10.90.87.16
FDO1952Q0XD;FR-CT1-AFA-SA02;10.210.226.91
FDO1952Q0XE;MA-TC1-AFA-SA12;10.110.242.19
FDO1949E2CD;FR-LYO-AFA-SA21;10.210.225.235
FDO1949E29X;FR-LYO-AFA-SA91;10.210.225.226
FDO1949E29U;FR-FON-AFA-SA2B;10.210.228.18
FXS2003Q18G;INDO01B02-NSW02-AdminVDC;10.55.28.145
FOC2103Z4UF;FR-MLY-AFA-SWH0;10.210.220.205
JMX2212G2J1;FR-FRA-AFA-ASA1.noc.intraxa;10.212.95.166
FDO23250WFN;AMER2PSP02;10.179.2.31
JMX1507Z06R;FR-CH2-AST-ASA2.noc.intraxa;10.146.48.10
FCH1749V0JM;AXAGI-MALAYSIA-RWAN-WAE01;10.40.117.211
FCW2037F1W3;SG-ATW-23F-DSW01;10.52.150.39
FOC2103Z4SA;FR-MLY-AFA-SWG0;10.210.220.206
JMX2235G31V;FR-PLE-AFA-ASA1.noc.intraxa;10.212.95.190
FOC2013U0DZ;HK-VTS-13F-ASW01;10.40.203.107
FDO1942E0LF;FR-BZR-AFA-SA01;10.210.220.130
JAE202200X1;FR-CH2-AST-SD31;10.146.75.55
FDO2129Q0FN;FR-ISN-AFA-SWA2;10.210.222.131
FDO2129Q0H7;FR-ISN-AFA-SWA1;10.210.222.130
FDO2129Q0H6;FR-ISN-AFA-SWC2;10.210.222.135
FDO2129Q0H5;FR-ISN-AFA-SWA1;10.210.222.130
FDO2129Q0FV;FR-ISN-AFA-SWC2;10.210.222.135
FDO2129E0JA;FR-ISN-AFA-SWC1;10.210.222.134
FDO2129Q0FU;FR-ISN-AFA-SWA1;10.210.222.130
FDO2129Q0H8;FR-ISN-AFA-SWB1;10.210.222.132
FDO2129E0GD;FR-ISN-AFA-SWA2;10.210.222.131
FDO2129Q0HC;FR-ISN-AFA-SWC1;10.210.222.134
SMG1147NHZD;DEHOL-NDRS01;10.70.253.1
FCW2101A2QF;FR-ISN-AFA-ST01;10.210.222.137
FDO2129Q0GQ;FR-ISN-AFA-SWB1;10.210.222.132
FDO2129E0J9;FR-ISN-AFA-SWC2;10.210.222.135
FDO2129E0HX;FR-ISN-AFA-SWB1;10.210.222.132
FDO2129E0J8;FR-ISN-AFA-SWA1;10.210.222.130
FDO2129E0HF;FR-ISN-AFA-SWA2;10.210.222.131
FDO2129Q0HA;FR-ISN-AFA-SV11;10.210.222.136
FDO2129E0HE;FR-ISN-AFA-SWB2;10.210.222.133
FOC1926R1EP;SE302-TM-SHS-01.noc.intraxa;10.228.62.216
FDO2018E00V;FR-TE1-AFA-SW3B;10.210.220.7
FOX2020G47N;MEDC2-RTI-1;10.66.240.121
JMX2422L00K;MEDC2-N-VPN06-FP.medc.mgmt.axa-tech.intraxa;10.66.254.236
FOX1513G93J;NUCSB4-A;10.54.239.10
FOX1513G92N;NUCSB4-A;10.54.239.10
FCW1947A5AP;FR-LYO-AST-SP51;10.146.74.44
FCW1952A0PJ;FR-LYO-AST-SV51;10.146.74.42
FCW2223L020;FR-JAV-GIE-SA2C;10.232.200.140
FOC2222Q105;FR-JAV-GIE-SA6A;10.232.200.150
FOC2222Q15A;FR-JAV-GIE-SA6C;10.232.200.152
FCW2222L1CE;FR-JAV-GIE-SA2A;10.232.200.138
FCW2223G024;FR-JAV-GIE-SA2B;10.232.200.139
FCW2223E012;FR-JAV-GIE-SA2A;10.232.200.138
FCW2222G1DX;FR-JAV-GIE-SA2A;10.232.200.138
FCW2223L01Z;FR-JAV-GIE-SA2A;10.232.200.138
FCW2037F1BB;SG-ATW-24F-ASW02;10.52.150.48
JAE2102066E;NEDC1-NWIDC01;10.70.229.50
FDO23320399;SE212-IN-SPN-201;10.69.93.139
FDO2332039V;SE212-IN-SPN-202;10.69.93.140
FCW2010F0Z6;INDO01A01-Pzone-NSW01;10.55.29.141
FDO2018Q03C;FR-TE1-AFA-SW6B;10.210.220.13
FCW2231C0U3;FR-JAV-GIE-SA4C;10.232.200.146
JMX2422L00L;MEDC1-N-VPN06-FP.medc.mgmt.axa-tech.intraxa;10.66.254.235
FOX1812G996;SE302-TM-SBB-03.noc.intraxa;10.228.62.144
FDO2018E00S;FR-TE3-AFA-SW6A;10.210.220.44
FDO2132V0HB;SWHOL-T0231;10.70.253.23
FOC2324W0VB;HK-VTS-11F-ASW01;10.40.203.117
FCW2324GHFJ;HK-VTS-13F-ASW01;10.40.203.107
FOC2324X0M2;HK-VTS-19F-ASW01;10.40.203.110
FOC2324U0PS;HK-VTS-18F-ASW01;10.40.203.109
FDO1949E2AC;FR-FON-BAN-SA7D;10.210.228.27
FDO1952Q0YM;FR-LYO-AFA-SA61;10.210.225.229
FDO2024E1KQ;FR-TE3-AFA-SWU1;10.210.220.50
FDO2229Q1A0;FR-AJA-AFA-SA01;10.210.248.250
FOX1828GX7Y;MEDC1-SWF-150;10.66.254.174
JAE192306DV;FR-TE7-AFA-VC61;10.210.218.193
FDO1952E1TV;FR-LYO-AFA-SA61;10.210.225.229
FDO1952E1Y9;FR-FON-AFA-SA3D;10.210.228.19
FDO1952Q0YP;FR-LYO-AFA-SA51;10.210.225.232
FOC2013X0ES;HK-VTS-12F-DSW01;10.40.203.99
FDO2018E00Z;FR-TE1-AFA-SW5B;10.210.220.11
FDO1728R1RY;SG-MET-18F-ASW01;10.52.150.7
FCH1746V1E3;AXAGI-THAI-RWAN-WAE02;10.40.117.204
JAE21150C6M;FR-VIC-AFA-VCA4;10.210.220.144
JAE21150C8F;FR-VIC-AFA-VCA4;10.210.220.144
FDO2119E23N;MA-TC3-AFA-SA21;10.110.241.136
FDO23290JP8;SE302-IZ-LEF-117;10.69.93.19
FDO23290JMN;SE302-IB-LEF-120;10.69.93.22
FDO23290JES;SE302-IN-IPN-001;10.69.93.29
JAE2102065K;NEDC1-NWIDC01;10.70.229.50
FDO2119E23P;MA-TC3-AFA-SA21;10.110.241.136
SAL1428MJSB;FR-DIJ-AFA-SC31;10.210.230.35
JMX173680AG;NASA12-RA.axa-de.intraxa;10.70.245.53
FDO1952E1XK;FR-FON-BAN-SA6B;10.210.228.26
FDO1952E1RA;FR-FON-BAN-SA6B;10.210.228.26
FOC1834U1TM;HK-ASD-20F-DSW01;10.40.203.143
SSI151307VZ;APDC4U5-NARS01.APDC4U5-NARS01.apdc.mgmt.axa-tech.intraxa;10.54.242.221
FOX1615GCU0;NUCSB4-A;10.54.239.10
FDO2005E25E;FR-TE8-AFA-SA41;10.210.219.131
FOC2102Y08V;SWHOL-T0Z11-WI01;10.70.253.193
FOC2124Z53U;SWTEK-T01-WI01;10.70.253.197
FOC2124Z4ZS;SWHOL-T0Z01-WI01;10.70.253.222
JMX2240G0HJ;FR-BAS-AFA-ASA1.noc.intraxa;10.212.95.178
FDO1703R035;SG-MET-18F-CSW01;10.52.150.6
FCH1736V0V1;AXALife-SHAN-RWAN-WAE01;10.40.117.164
FXS2013Q1ZX;SE302-PS-RTR-11;10.69.66.12
JAE21280006;FR-ISN-AFA-VC11;10.210.222.144
FDO2201I0ML;FR-REI2-AFA-SA01;10.210.248.162
FDO1949E28R;FR-LYO-AFA-SA41;10.210.225.233
FDO1952E1WB;MA-TC1-AFA-SV01;10.110.242.15
FCW2037F1PQ;SG-ATW-27F-ASW03;10.52.150.71
FDO23291FMS;SE212-IS-LEF-211;10.69.93.141
FDO23290JEL;SE302-IN-IPN-002;10.69.93.30
FDO24270D8K;SE3MF-NF-SCP-11;10.69.88.35
FDO24270DMC;SE2MF-NF-SCP-11;10.69.88.163
FDO24271DCY;SE3MF-NF-SCP-12;10.69.88.36
FDO24271PN1;SE2MF-NF-SCP-12;10.69.88.164
FOC2436L6C3;ID-ATO-11F-ASW01;10.48.1.4
FOX1736GBAF;SE302-AF-SBB-03.noc.intraxa;10.208.143.162
FOC2013U0G1;HK-VTS-20F-DSW01;10.40.203.105
FDO2005E26J;FR-TE8-AFA-SA41;10.210.219.131
FDO2018E00Q;FR-TE3-AFA-SW6B;10.210.220.45
JAE204706A1;FR-CH1-AST-SD31;10.146.75.54
FCH2221V15P;SE212-SS-ISE-PSN-01;10.142.20.151
FOX1823GC50;SE302-AF-SBB-01.noc.intraxa;10.208.143.131
FDO1949E2AA;FR-FON-BAN-SA6D;10.210.228.25
FDO1952E1TP;MA-TC1-AFA-SA03;10.110.242.16
FOC2013U0DJ;HK-VTS-16F-DSW01;10.40.203.102
FDO2329002X;SE212-IB-LEF-220;10.69.93.150
FDO23291FMM;SE302-IS-LEF-112;10.208.220.34
FDO23290JPK;SE302-IV-LEF-121;10.69.93.23
FDO23290JF5;SE302-IB-LEF-119;10.69.93.21
FOC2436L6LW;ID-ATO-11F-ASW01;10.48.1.4
FOX1551GTDM;SE212-AF-SBB-02.noc.intraxa;10.208.143.133
FXS1823Q171;ABS-BEN-MFAR-FF-Acc_SW_1;10.90.50.71
FCW2052C1PF;HK-VTS-10F-DSW01;10.40.203.114
FCH2221V16B;SE302-SS-ISE-02;10.142.20.160
FCW2238D0KB;FR-JAV-GIE-SA3C;10.232.200.143
FDO23291FPS;SE302-IZ-LEF-113;10.69.93.15
FDO23290JG5;SE302-IZ-LEF-115;10.69.93.17
FDO23291FPT;SE302-IZ-LEF-114;10.69.93.16
FOC2436L4RV;ID-ATO-11F-ASW01;10.48.1.4
FOC2436L5AY;ID-ATO-15F-ASW01;10.48.1.6
FDO1949E2CP;FR-FON-BAN-SA6D;10.210.228.25
FDO1952E1U9;FR-CT1-AFA-SA01;10.210.226.90
FDO1952E1YJ;FR-FON-AFA-SA4B;10.210.228.22
FOX1612GR6B;NUCSA4-A;10.54.236.10
FOX1813GTA9;SE212-TM-SBB-04.noc.intraxa;10.228.62.146
FGL193421QV;TIS-Tama-RT02;10.2.255.3
FDO1952E1TS;FR-LYO-AFA-SA71;10.210.225.242
FXS2004Q1XG;INDO02A02-NSW01-AdminVDC;10.55.28.201
JAE212800AY;FR-ISN-AFA-VC11;10.210.222.144
FDO2208E0WR;FR-TE9-AFA-SARR;10.210.222.167
FDO2208E0WV;FR-TE9-AFA-SARR;10.210.222.167
FDO2208Q0X8;FR-CAR-AFA-SA01;10.212.144.114
FDO2208E0WA;FR-TE9-AFA-SA31;10.210.222.168
FDO23291FMG;SE212-IN-IPN-001;10.69.93.157
FDO23290JGA;SE212-IS-LEF-212;10.208.220.33
FDO23290JNT;SE302-IZ-LEF-118;10.69.93.20
FDO2329005Q;SE212-IZ-LEF-215;10.69.93.145
FDO23291FQM;SE302-IS-LEF-111;10.69.93.13
FDO23291GXM;SE212-IZ-LEF-213;10.69.93.143
JAE2047007H;FR-CH1-AST-SC41;10.146.75.52
FOC2102Y0BF;SWHOL-T0P4-WI02;10.70.253.138
FOC2102Y0B0;SWHOL-T12A-WI01;10.70.253.192
FDO23290KB1;SE302-IV-LEF-122;10.69.93.24
FGL22328157;PH-GTT-39F-WAE01;10.40.115.254
FCW1816L0EN;SEWLC-SS-MUT-03;10.142.20.8
FOC1926R1CH;SE212-TM-SHS-02.noc.intraxa;10.228.62.219
FDO1952Q0WQ;FR-FON-BAN-SA7B;10.210.228.28
FDO1952E1Y6;FR-FON-BAN-SA5D;10.210.228.24
FDO1949E0MY;MA-TC1-AFA-SA22;10.110.242.21
FCW2010F14U;INDO02A01-Pzone-NSW01;10.55.29.161
FCW2218D0KL;MO-MSQ-20F-CSW01;10.40.203.180
SAL1322R86K;FR-ANG-AFA-SC11;10.210.224.68
FCW2005F0SE;HK-ASD-20F-ASW01;10.40.203.168
FOC2005X1AZ;HK-OTP-35F-ASW02;10.40.202.98
JMX2030Y3HT;FR-CMP-AFA-ASA1.noc.intraxa;10.212.95.154
FDO2243E1AA;SWZ80-T031;10.171.183.70
FDO1952E1YA;MA-TC1-AFA-SA34;10.110.242.30
FDO1952E1Y4;FR-FON-AFA-SA0D;10.210.228.13
FCW2010F144;INDO02A01-Pzone-NSW01;10.55.29.161
FOC2222Q15P;FR-JAV-GIE-SA3A;10.232.200.141
FOC2222Z11M;FR-JAV-GIE-SA3C;10.232.200.143
FCW2222L18A;FR-JAV-GIE-SA3B;10.232.200.142
FOC2222Z10U;FR-JAV-GIE-SA3C;10.232.200.143
JMX2229G1TV;FR-PAM-AFA-ASA1.noc.intraxa;10.212.95.198
FDO24010628;MEDC1-IN-IPN-002;10.66.215.32
FCW1943C0HD;FR-LYO-AST-SC51;10.146.74.41
FDO1947E1ZC;FR-FON-BAN-SA8B;10.210.228.30
FDO2243E1AM;SWZ10-T011;10.171.7.50
FDO2243E1AH;SWHOL-R15S618-WI01;10.70.253.220
FDO2250F19Y;SWZ80-T012;10.171.183.20
FDO2250F14S;SWZ46-T011;10.171.103.10
FDO2250F16K;SWZ80-T013;10.171.183.30
SAL1428MJT6;FR-DIJ-AFA-SC01;10.210.230.34
FOC2013X0D6;HK-VTS-16F-DSW01;10.40.203.102
FDO2202E2H4;FR-277-MSC-SA21;10.210.224.142
FCW2228C0HY;FR-PES-AFA-SWV1;10.210.233.26
FCW2228L0HY;FR-PES-AFA-SWV2;10.210.233.27
FCW2228L0HW;FR-PES-AFA-SW01;10.210.233.20
FCW2228D0EV;FR-PES-AFA-SP01;10.210.233.29
FDO23290JPG;SE302-IM-LEF-126;10.69.93.28
FDO2329003T;SE212-IB-LEF-219;10.69.93.149
FDO23291FQL;SE212-IV-LEF-221;10.69.93.151
FDO23291FMT;SE212-IN-IPN-002;10.69.93.158
FCW1947A5A4;FR-LYO-AST-SA81;10.146.74.43
FDO1952E1U2;FR-FON-BAN-SA7B;10.210.228.28
FCH2221V1A4;SE212-SS-ISE-01;10.142.20.150
FDO23291GXZ;SE212-IZ-LEF-214;10.69.93.144
FDO2329005F;SE212-IZ-LEF-218;10.69.93.148
FDO23291FN9;SE212-IZ-LEF-217;10.182.135.1
FCW2013D0AE;HK-VTS-12F-ASW01;10.40.203.106
JMX1351Z0N0;FR-WAS-AFA-ASA1.noc.intraxa;10.209.80.148
FDO2111E1WH;FR-CLE-AFA-SA01;10.210.248.2
FCW2222L1AH;FR-JAV-GIE-SA3A;10.232.200.141
FOC2220Q0HN;FR-PES-AFA-SW02;10.210.233.22
FCW2227C13C;FR-PES-AFA-SW22;10.210.233.23
FCW2227C13P;FR-PES-AFA-SW1L;10.210.233.24
FCW2325D01K;ID-ATO-GF-ASW02;10.48.0.226
FDO24010629;MEDC2-IN-IPN-001;10.66.215.161
FDO235309FF;MEDC2-IN-IPN-002;10.66.215.162
FDO24010SZP;MEDC1-IN-IPN-001;10.66.215.31
FOX1828GX49;MEDC1-SWF-161;10.66.254.138
FDO1933P288;FR-TE2-AFA-SW1A;10.210.220.18
FCW2037F0S0;SG-ATW-01F-ASW01;10.52.150.55
FOC2037U1BZ;SG-ATW-24F-ASW01;10.52.150.47
SAL1220QN7V;FR-BAL-AFA-SC01;10.210.229.99
FOC2222Q16N;FR-JAV-GIE-SA4C;10.232.200.146
FCW2222L189;FR-JAV-GIE-SA3B;10.232.200.142
FCW2222E15J;FR-JAV-GIE-SA3C;10.232.200.143
FCW2228C0LU;FR-PES-AFA-SW2L;10.210.233.25
FCW2227L0X5;FR-PES-AFA-SW21;10.210.233.21
FCW2227G0RT;FR-PES-AFA-SWM1;10.210.233.28
FDO232803ZS;SE212-IV-LEF-222;10.69.93.152
FDO23290JP6;SE302-IM-LEF-125;10.69.93.27
FOX1812GHCG;SE302-TM-SBA-03.noc.intraxa;10.228.62.143
JMX1945402Q;IR-DUB-ALI-ASA1.noc.intraxa;10.134.42.120
JMX17378001;JPNDH-VASA13;10.15.66.28
FDO1952Q0YT;FR-FON-BAN-SA6B;10.210.228.26
JMX2103Y4NY;MEDC2-FWD-1;10.66.254.226
JMX2103Y4H4;MEDC1-FWD-1;10.66.254.225
FCH2118V0PC;nedc-nwlc08;10.176.221.168
JMX2250G0WC;JPNDH-VASA17;10.15.66.72
FDO2250F17K;SWZ46-T011;10.171.103.10
FDO2243E1AL;SWZ30-T012;10.171.71.20
FDO2250F17F;SWZ10-T023;10.171.7.10
FDO2250F17E;SWZ10-T011;10.171.7.50
FCH2043W03L;APDC4R11-NWAE01.apdc.mgmt.axa-tech.intraxa;10.40.122.69
FCH2129W031;APDC4R10-NWAE02.apdc.mgmt.axa-tech.intraxa;10.3.15.101
FCH2113W050;APDC3V12-NWAE02.apdc.mgmt.axa-tech.intraxa;10.3.15.100
FCH2105W00X;APDC3W12-NWAE01.apdc.mgmt.axa-tech.intraxa;10.40.122.68
FOC2429L7PA;SE2MF-NF-ADM-11;10.69.91.59
FOC2429L7SX;SE2MF-NF-ADM-11;10.69.91.59
FOC2429L7T0;SE3MF-NF-ADM-11;10.69.90.59
FDO1945E1BE;FR-FON-AFA-SVU1;10.210.228.12
FCW2029D18E;MEDC2-SWD-1;10.66.255.245
JAF1521AMAK;SE302-TM-SCP-11;172.20.172.145
FOC1852R0J4;NEDC1-SWF-144;10.70.230.14
FCW2005C1CJ;HK-ASD-19F-ASW01;10.40.203.167
FDO2018Q00A;FR-TE1-AFA-SW7B;10.210.220.15
FCW2037F0JU;SG-ATW-23F-ASW01;10.52.150.45
FDO23511CXN;MEDC1-IN-SPN-101.medc.mgmt.axa-tech.intraxa;10.66.215.21
FDO23511CX9;MEDC2-IN-SPN-201.medc.mgmt.axa-tech.intraxa;10.66.215.151
FDO23511CZ8;MEDC2-IN-SPN-202.medc.mgmt.axa-tech.intraxa;10.66.215.152
FDO23511CYK;MEDC1-IN-SPN-102.medc.mgmt.axa-tech.intraxa;10.66.215.22
JAE211306R5;FR-MLY-AFA-VCA6;10.210.220.145
FCW2119C060;HK-ASD-15F-DSW01;10.40.203.134
FCW2119F069;HK-ASD-12F-DSW01;10.40.203.133
JAE212505YG;FR-TE9-AFA-VC75;10.210.222.161
JAE212505Y9;FR-TE9-AFA-VC75;10.210.222.161
FCH2135W01T;MY-PCH-10F-WAE02;10.40.117.181
FDO1952Q0UT;FR-FON-BAN-SA5D;10.210.228.24
FOC2013U0FZ;HK-VTS-18F-ASW01;10.40.203.109
FDO2018Q009;FR-TE2-AFA-SW4B;10.210.220.25
FOC2352W0PY;MEDC2-OOB-MG01;10.66.215.163
JMX1717Z19R;DE-MU2-AST-ASA1.noc.intraxa;10.146.83.21
FDO1949E29P;FR-FON-AFA-SA3D;10.210.228.19
FCW2005C1C0;HK-ASD-19F-ASW01;10.40.203.167
FOC2013X0D4;HK-VTS-20F-DSW01;10.40.203.105
FOX2034GED5;NUCSA4-A;10.54.236.10
SAL1213KHDW;FR-FON-AFA-SCU2;10.210.228.3
FCH200679B0;NUCSB5-A;10.54.227.143
FDO2250F16R;SWZ80-T021-RS;10.171.183.40
FDO2250F1AA;SWZ80-T011;10.171.183.10
FOX1823GC29;SE302-TM-SBA-01.noc.intraxa;10.228.62.68
FDO1945Q0EC;FR-LYO-AFA-SV52;10.210.225.231
FCW2013D0A7;HK-VTS-13F-DSW01;10.40.203.100
FDO24010SZM;MEDC1-IB-LEF-114.medc.mgmt.axa-tech.intraxa;10.66.215.14
FDO24010SZN;MEDC1-IZ-LEF-112.medc.mgmt.axa-tech.intraxa;10.66.215.12
FDO24010SZK;MEDC2-IB-LEF-213.medc.mgmt.axa-tech.intraxa;10.66.215.143
FDO24010SZQ;MEDC1-IZ-LEF-111.medc.mgmt.axa-tech.intraxa;10.66.215.11
FDO24010SZL;MEDC1-IB-LEF-113.medc.mgmt.axa-tech.intraxa;10.66.215.13
FDO24010SZE;MEDC2-IZ-LEF-211.medc.mgmt.axa-tech.intraxa;10.66.215.141
FDO24010T30;MEDC2-IZ-LEF-212.medc.mgmt.axa-tech.intraxa;10.66.215.142
FDO24010SZD;MEDC2-IB-LEF-214.medc.mgmt.axa-tech.intraxa;10.66.215.144
FGL224830CV;PH-GTT-38F-WAE01;10.40.115.250
FGL15442219;MPS-Edagawa-RT01;10.0.253.69
FOX1735GK07;SE212-AF-SBB-04.noc.intraxa;10.208.143.136
FDO1952E1RQ;FR-FON-BAN-SA6B;10.210.228.26
FDO1952Q0XT;MA-TC1-AFA-SA21;10.110.242.20
JMX2029L09T;SEASA-SS-VPA-PR.noc.intraxa;10.106.192.55
JPG204300DN;NEDC2-SWF-1;10.70.236.31
JPG20440013;NEDC2-SWF-2;10.70.236.41
JMX2132Y1TN;FR-CSV-AFA-ASA1.noc.intraxa;10.212.93.122
FDO2250F14Y;SWZ10-T022;10.171.7.20
FDO2248F0A3;SWZ80-T011;10.171.183.10
FOX1703GVNJ;NEDC2-SWF-231;10.70.236.72
FOX1812G7YH;SE212-TM-SBA-04.noc.intraxa;10.228.62.145
FXS1823Q16H;ABS_BEN_MFAR_Acc_SW_2;10.90.50.72
SAL1214L345;FR-FON-AFA-SCU1;10.210.228.2
FOC2119X08S;HK-ASD-16F-DSW01;10.40.203.135
FDO2250F19V;SWZ80-T031;10.171.183.70
FDO2250F16Y;SWZ10-T022;10.171.7.20
FDO2250F17P;SWWET-T011;10.173.33.130
FDO2250F17Q;SWZ80-T032;10.171.183.80
FCW2340G0D4;MY-PCH-13AF-CSW01;10.35.144.38
FOC1926R1BG;SE212-TM-SHS-01.noc.intraxa;10.228.62.218
FDO1949E2AJ;FR-FON-AFA-SA2B;10.210.228.18
FDO1952E1XS;MA-TC1-AFA-SA24;10.110.242.28
FCH2110V1ZU;JPNDH1-WLC03_Primary;10.15.66.65
FOC2224L1YX;ID-BBD-3AF-ASW03;10.48.203.132
FDO2250F19X;SWZ30-T011;10.171.71.10
FDO2250F17N;SWZ30-T011;10.171.71.10
FDO2243Q12N;SWZ80-T013;10.171.183.30
FDO2250F184;SWLEI-T011;10.173.34.2
FDO2250F19U;SWZ30-T012;10.171.71.20
FDO2243Q12R;SWZ80-T032;10.171.183.80
FDO2250F18A;SWZ46-T011;10.171.103.10
FCL241200QQ;T06WLC06-1;10.240.145.11
FOX1512GWTJ;NUCSB5-A;10.54.227.143
FDO1952E1YF;FR-FON-AFA-SA0D;10.210.228.13
FDO1945E1BF;MA-CA2-AST-SA11;10.146.74.18
FCW2037C17C;SG-ATW-27F-ASW02;10.52.150.52
FDO2018Q006;FR-TE3-AFA-SW4B;10.210.220.41
FCW2029F1F7;MEDC2-SWD-1;10.66.255.245
FOX1939GECN;NUCSA4-A;10.54.236.10
FOC2101Z1BB;SWHOL-R15S615-WI01;10.70.253.228
FDO213508QH;NUCSA5-A;10.54.227.13
FDO2250F160;SWZ10-T021;10.171.7.30
FDO2250F175;SWZ10-T012;10.171.7.60
FDO2250F15G;SWZ10-T012;10.171.7.60
FDO2250F16T;SWZ68-T011;10.171.135.10
FDO2243Q12U;SWZ30-T011;10.171.71.10
FDO2250F19K;SWZ46-T011;10.171.103.10
FDO2250F172;SWZ10-T023;10.171.7.10
FOX1513G929;NUCSB5-A;10.54.227.143
FOC2224L1YR;ID-BBD-3AF-ASW02;10.48.203.131
FOC2224X0RS;ID-BBD-3AF-ASW01;10.48.203.130
FOC2224L1L9;ID-BBD-3F-ASW04;10.48.203.133
FDO2248F12W;MA-TC3-AFA-SA32;10.110.241.139
FDO234005D8;HK-NTT-03F-OSW82-1.axa.com;10.40.202.54
FDO23380ZCX;HK-NTT-03F-OSW82-2.axa.com;10.40.202.55
SSI15160548;APDC3Q12-NDRS01;10.54.242.219
FDO1949E29W;FR-FON-AFA-SA0D;10.210.228.13
FCW2119F077;HK-ASD-07F-DSW01;10.40.203.132
FOC2118U0SD;HK-ASD-12F-DSW01;10.40.203.133
FDO2336M3HL;FR-EPN-AFA-SA01;10.210.232.254
FCW1631L0J5;medc2-n-chwlc01;10.152.29.5
FOX1703GVNM;NEDC2-SWF-230;10.70.236.71
FOC2013X0CH;HK-VTS-19F-DSW01;10.40.203.104
FDO2248F108;MA-TC3-AFA-SA32;10.110.241.139
FDO2248F135;MA-TC3-AFA-SA32;10.110.241.139
FDO2250F165;SWZ30-T011;10.171.71.10
FDO2243Q12S;SWZ80-T032;10.171.183.80
FDO2250F16L;SWZ80-T032;10.171.183.80
FDO2250F1A3;SWZ10-T012;10.171.7.60
FCL241200PZ;T06WLC06-1;10.240.145.11
TBM15171952;SE212-TM-SDP-12;10.228.62.167
FOC2052X19M;HK-VTS-11F-ASW01;10.40.203.117
FCW2052F18R;HK-VTS-10F-ASW01;10.40.203.116
FCW2052C1NN;HK-VTS-11F-DSW01;10.40.203.115
FCW2052F18U;HK-VTS-11F-DSW01;10.40.203.115
FDO2115Q1QE;SWZ20-T021;10.171.39.60
FDO24290699;SE302-IM-LEF-130;10.69.93.42
FOC1943X088;FR-LYO-AST-SC51;10.146.74.41
FOC2005U1BF;HK-LG1-34F-ASW01;10.40.202.95
FDO2018Q007;FR-TE1-AFA-SW2B;10.210.220.5
FDO2115Q1QF;SWZ20-T021;10.171.39.60
FCW2038C03U;SG-ATW-24F-ASW02;10.52.150.48
FDO2044E2L7;FR-MRS-AFA-SA01;10.210.227.35
JMX2116L054;NASA19-RA.axa-de.intraxa;10.70.245.19
FOC2119U08B;HK-ASD-05F-DSW01;10.40.203.130
FOC2119X07T;HK-ASD-06F-DSW01;10.40.203.131
FCH22127FX1;NUCSA4-A;10.54.236.10
FCH214971YA;NUCSA5-A;10.54.227.13
FCH2213739F;NUCSA4-A;10.54.236.10
FCH2213718V;NUCSB4-A;10.54.239.10
FCH22127FY7;NUCSA4-A;10.54.236.10
FCH22127FW9;NUCSA5-A;10.54.227.13
FCH22127G3F;NUCSB4-A;10.54.239.10
FCH22107HU3;NUCSB4-A;10.54.239.10
FCH2213704W;NUCSB4-A;10.54.239.10
FCH22107HXS;NUCSA4-A;10.54.236.10
FCH22127FUR;NUCSA4-A;10.54.236.10
